Main.dll 128595ae 7757824
Main.exe 0dbfe6a4 3615232
main.premium 97b28bc1 2775700
MHPClient.dll 00fb25f5 719360
MHPVerify.dll 86750a0e 55296
msvcp100.dll 38f12a25 421200
msvcr100.dll db505e33 770384
ogg.dll bb239ef8 53248
vorbisfile.dll b3544474 999424
wzAudio.dll a0747522 212992
Data/Local/Credit.bmd 4f69c29d 13200
Data/Local/Filter.bmd e0575758 20004
Data/Local/FilterName.bmd 67f39257 10004
Data/Local/ItemAddOption.bmd 79c7231d 131072
Data/Local/ItemSetType.bmd 95f857a0 32772
Data/Local/MacroConfig.bmd 8eff7c6b 4
Data/Local/MapCharacters.bmd f6a18554 3100
Data/Local/MasterSkillTreeData.bmd 5b38f994 12292
Data/Local/Mix.bmd 015f7ab7 88616
Data/Local/MonsterSkill.bmd 716e623d 2692
Data/Local/NPCDialogue.bmd b7f05259 5104
Data/Local/Pet.bmd 028c5ef7 2512
Data/Local/PetData.bmd dbb10f2d 1540
Data/Local/QuestProgress.bmd 21d3da56 37515
Data/Local/ServerList.bmd d02895bc 165
Data/Local/WebzenLogo.ozj 3dedd813 51388
Data/Local/Eng/BuffEffect_eng.bmd dd201db1 24972
Data/Local/Eng/Dialog_eng.bmd 5f7bf844 204800
Data/Local/Eng/ItemLevelTooltip_eng.bmd c19ddbea 13060
Data/Local/Eng/ItemSetOption_eng.bmd 930ca9b1 7044
Data/Local/Eng/ItemTooltipText_eng.bmd 57edf7a8 133124
Data/Local/Eng/ItemTooltipText_eng.txt 04ecbd30 16592
Data/Local/Eng/ItemTooltip_eng.bmd ff7bdc46 1015812
Data/Local/Eng/Item_eng.bmd d0eaf55e 688132
Data/Local/Eng/JewelOfHarmonyOption_eng.bmd a424fb7f 5400
Data/Local/Eng/JewelOfHarmonySmelt_eng.bmd f63a7a5b 557056
Data/Local/Eng/MasterSkillTooltip_eng.bmd 6a924488 315396
Data/Local/Eng/movereq_eng.bmd c0fb25e4 3952
Data/Local/Eng/Npcname(eng).txt a6c4f4e7 16141
Data/Local/Eng/QuestWords_eng.bmd 2bbb6e40 273861
Data/Local/Eng/Quest_eng.bmd 3a5ec355 148800
Data/Local/Eng/Skill_eng.bmd 4fdff2a4 57204
Data/Local/Eng/Slide_eng.bmd bf3e491c 41008
Data/Local/Eng/SocketItem_eng.bmd c76c7c8b 15600
Data/Local/Eng/test_item.txt 092d541d 65829
Data/Local/Eng/Text_eng.bmd b5b7f58f 123751
Data/Local/Eng/Text_eng.txt 5417cae7 125905
Data/Local/Eng/ImgsMapName/Abuss.ozt bbaf529f 59808
Data/Local/Eng/ImgsMapName/Acheron.OZT 28ba508d 59808
Data/Local/Eng/ImgsMapName/aida.OZT ecaa3870 59808
Data/Local/Eng/ImgsMapName/Arena.ozt 5be85633 59808
Data/Local/Eng/ImgsMapName/Arkania.ozt 16087fe9 59808
Data/Local/Eng/ImgsMapName/atlans.OZT 91d43ebd 59808
Data/Local/Eng/ImgsMapName/BalgasBarrack.OZT 82d395c2 59808
Data/Local/Eng/ImgsMapName/BalgasRefuge.OZT 51ab9aa9 59808
Data/Local/Eng/ImgsMapName/bloodcastle.OZT ed63ded7 59808
